year,month,day_endofweek,statefips,initial_claims,initial_claims_rate,total_claims,total_claims_rate
2020,7,4,22,31417,1.5,344574,16.4
2020,7,4,23,2939,0.424,66574,9.61
2020,7,4,24,33191,1.02,279628,8.58
2020,7,4,25,27051,0.709,584756,15.3
2020,7,4,26,34602,0.701,563749,11.4
2020,7,4,27,19362,0.623,345607,11.1
2020,7,4,28,11266,0.883,148596,11.6
2020,7,4,29,17685,0.574,222805,7.23
2020,7,4,30,2788,0.523,41820,7.84
2020,7,4,31,5803,0.561,64002,6.18
2020,7,4,32,12484,0.809,300452,19.5
2020,7,4,33,5776,0.747,80252,10.4
2020,7,4,34,47402,1.05,539180,12
2020,7,4,35,5666,0.594,102056,10.7
2020,7,4,36,93740,0.985,1692407,17.8
2020,7,4,37,27937,0.55,440290,8.67
2020,7,4,38,1720,0.426,28741,7.12
2020,7,4,39,33830,0.583,467697,8.06
2020,7,4,40,9423,0.512,140457,7.63
2020,7,4,41,10343,0.492,213943,10.2
2020,7,4,42,44086,0.679,695246,10.7
2020,7,4,44,3436,0.618,69740,12.6
2020,7,4,45,16015,0.674,203297,8.56
2020,7,4,46,835,0.18,16777,3.62
2020,7,4,47,24920,0.745,298735,8.93
2020,7,4,48,117099,0.834,1355030,9.65
2020,7,4,49,4802,0.299,75441,4.69
2020,7,4,50,1876,0.548,40965,12
2020,7,4,51,31825,0.721,410432,9.3
2020,7,4,53,29506,0.754,410481,10.5
2020,7,4,54,3330,0.418,68886,8.64
2020,7,4,55,27385,0.882,245938,7.92
2020,7,4,56,1338,0.458,15386,5.26
2020,7,11,1,20563,0.917,137951,6.15
2020,7,11,2,9572,2.75,52797,15.2
2020,7,11,4,28695,0.808,256114,7.21
2020,7,11,5,14155,1.04,113238,8.31
2020,7,11,6,284914,1.47,3231721,16.6
2020,7,11,8,10554,0.335,238778,7.58
2020,7,11,9,9955,0.52,264416,13.8
2020,7,11,10,3167,0.65,45361,9.31
2020,7,11,11,3300,0.805,75825,18.5
2020,7,11,12,132831,1.29,1047632,10.1
2020,7,11,13,138452,2.71,931169,18.2
2020,7,11,15,7668,1.15,136170,20.5
2020,7,11,16,5458,0.619,34224,3.88
2020,7,11,17,38261,0.594,703024,10.9
2020,7,11,18,28360,0.837,218529,6.45
2020,7,11,19,10653,0.613,144937,8.34
2020,7,11,20,13368,0.899,94929,6.39
2020,7,11,21,24544,1.18,183203,8.84
2020,7,11,22,26351,1.26,339244,16.2
2020,7,11,23,4696,0.678,65319,9.43
2020,7,11,24,19463,0.597,253313,7.77
2020,7,11,25,24131,0.632,561433,14.7
2020,7,11,26,27720,0.561,632566,12.8
2020,7,11,27,21637,0.696,353677,11.4
2020,7,11,28,12223,0.958,112414,8.81
2020,7,11,29,16883,0.548,214194,6.95
2020,7,11,30,2990,0.56,42074,7.89
2020,7,11,31,7911,0.764,64865,6.27
2020,7,11,32,14666,0.951,310660,20.1
2020,7,11,33,2930,0.379,75453,9.75
2020,7,11,34,38825,0.864,530121,11.8
2020,7,11,35,6381,0.668,98489,10.3
2020,7,11,36,91546,0.962,1612378,16.9
2020,7,11,37,28108,0.553,393878,7.75
2020,7,11,38,1532,0.38,29157,7.22
2020,7,11,39,35755,0.616,470012,8.1
2020,7,11,40,9680,0.526,141612,7.69
2020,7,11,41,11713,0.557,218469,10.4
2020,7,11,42,44798,0.69,860080,13.2
2020,7,11,44,3133,0.564,68510,12.3
2020,7,11,45,19272,0.811,220369,9.27
2020,7,11,46,1216,0.262,19938,4.3
2020,7,11,47,22060,0.66,290280,8.68
2020,7,11,48,105516,0.751,1418602,10.1
2020,7,11,49,4792,0.298,74791,4.65
2020,7,11,50,1830,0.535,40165,11.7
2020,7,11,51,32292,0.732,404362,9.16
2020,7,11,53,45622,1.17,433180,11.1
2020,7,11,54,4070,0.511,68412,8.58
2020,7,11,55,29051,0.936,253816,8.17
2020,7,11,56,1485,0.508,15196,5.2
},,,,,,,
